event_id,split_id,event_date,section_index,village_location,district,governorate,latitude,longitude,geocode_confidence,location_extraction_confidence,locations_in_same_section,split_location_count_in_section,casualty_allocation,count_for_casualty_totals,event_total_killed_from_focus_text,event_total_injured_from_focus_text,event_total_children_from_focus_text,location_killed,location_injured,location_children,injury_text_note,attack_type,source_count,post_count,confidence_level,warning_flags,event_summary_focus,event_summary_original,reference_links
LEB_MAY2026_0041,LEB_MAY2026_0041_S01_L01,2026-05-14,1,Srifa,Tyre,South,33.305,35.383,High,Medium,Srifa,1,location_specific,Yes,2.0,,,2.0,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,شهيدان بغارة اسرائيلية على صريفا https://telegram.me/lebanonnews2,🚨 غارة اســــــرائيلية استهدفت سيارة لجمعية الرسالة في القصيبة 🚨غارة استهدفت سيارة في كفر صير 🚨شهيدان بغارة اسرائيلية على صريفا https://telegram.me/lebanonnews2,https://t.me/lebanonnews2/100873
LEB_MAY2026_0039,LEB_MAY2026_0039_S01_L01,2026-05-14,1,Zibqin,,,33.1542,35.2908,High,Medium,Zibqin,1,location_specific,Yes,,9.0,,,9.0,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,🚨 ورد الآن / قصف مدفعي اسرائيلي استهدف فجراً تلال مجدل زون وسقوط 9 جرحى في الغارات ليلاً على أحياء سكنية في زبقين,🚨 ورد الآن / قصف مدفعي اسرائيلي استهدف فجراً تلال مجدل زون وسقوط 9 جرحى في الغارات ليلاً على أحياء سكنية في زبقين,https://t.me/lebanonNewsNow/257085
LEB_MAY2026_0044,LEB_MAY2026_0044_S01_L01,2026-05-14,1,Qana,Tyre,South,33.2087,35.2992,High,High,Qana; Mansouri; Hadatha,3,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,Ali Al-Taher hill tonight attacked by phosphorus from Israeli artillery units inside Lebanon's صفحة الاعلامي الشهيد علي شعيب : قصف مدفعي معادٍ استهدف بلدات تولين، اطراف بلدة قانا ، المنطقة الواقعة بين جبال البطم والشعيتية ، اطراف صديقين ، حداثا ، حرج علي الطاهر ، المنصوري .,Ali Al-Taher hill tonight attacked by phosphorus from Israeli artillery units inside Lebanon's صفحة الاعلامي الشهيد علي شعيب : قصف مدفعي معادٍ استهدف بلدات تولين، اطراف بلدة قانا ، المنطقة الواقعة بين جبال البطم والشعيتية ، اطراف صديقين ، حداثا ، حرج علي الطاهر ، المنصوري .,https://t.me/LebUpdate/61002
LEB_MAY2026_0044,LEB_MAY2026_0044_S01_L02,2026-05-14,1,Mansouri,Tyre,South,33.178,35.235,Medium,Medium,Qana; Mansouri; Hadatha,3,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,Ali Al-Taher hill tonight attacked by phosphorus from Israeli artillery units inside Lebanon's صفحة الاعلامي الشهيد علي شعيب : قصف مدفعي معادٍ استهدف بلدات تولين، اطراف بلدة قانا ، المنطقة الواقعة بين جبال البطم والشعيتية ، اطراف صديقين ، حداثا ، حرج علي الطاهر ، المنصوري .,Ali Al-Taher hill tonight attacked by phosphorus from Israeli artillery units inside Lebanon's صفحة الاعلامي الشهيد علي شعيب : قصف مدفعي معادٍ استهدف بلدات تولين، اطراف بلدة قانا ، المنطقة الواقعة بين جبال البطم والشعيتية ، اطراف صديقين ، حداثا ، حرج علي الطاهر ، المنصوري .,https://t.me/LebUpdate/61002
LEB_MAY2026_0044,LEB_MAY2026_0044_S01_L03,2026-05-14,1,Hadatha,,,,,No coordinate,Medium,Qana; Mansouri; Hadatha,3,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,Ali Al-Taher hill tonight attacked by phosphorus from Israeli artillery units inside Lebanon's صفحة الاعلامي الشهيد علي شعيب : قصف مدفعي معادٍ استهدف بلدات تولين، اطراف بلدة قانا ، المنطقة الواقعة بين جبال البطم والشعيتية ، اطراف صديقين ، حداثا ، حرج علي الطاهر ، المنصوري .,Ali Al-Taher hill tonight attacked by phosphorus from Israeli artillery units inside Lebanon's صفحة الاعلامي الشهيد علي شعيب : قصف مدفعي معادٍ استهدف بلدات تولين، اطراف بلدة قانا ، المنطقة الواقعة بين جبال البطم والشعيتية ، اطراف صديقين ، حداثا ، حرج علي الطاهر ، المنصوري .,https://t.me/LebUpdate/61002
LEB_MAY2026_0040,LEB_MAY2026_0040_S01_L01,2026-05-14,1,,,,,,No coordinate,No village extracted,,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,صفحة الاعلامي الشهيد علي شعيب : اعتدائات العدو الاسرائيلي منذ ساعة وحتى اللحظة. يواصل العدو الإسرائيلي اعتداءاته الجوية، حيث أغار مستهدفًا بلدة صديقين، كما استهدف بلدة تفاحتا بغارة نفذتها طائرة مُسيّرة معادية، أعقبها غارة جوية عبر الطيران الحربي المعادي استهدفت البلدة نفسها، إ...,صفحة الاعلامي الشهيد علي شعيب : اعتدائات العدو الاسرائيلي منذ ساعة وحتى اللحظة. يواصل العدو الإسرائيلي اعتداءاته الجوية، حيث أغار مستهدفًا بلدة صديقين، كما استهدف بلدة تفاحتا بغارة نفذتها طائرة مُسيّرة معادية، أعقبها غارة جوية عبر الطيران الحربي المعادي استهدفت البلدة نفسها، إ...,https://t.me/libanon_news/78208
LEB_MAY2026_0042,LEB_MAY2026_0042_S01_L01,2026-05-14,1,Zarariyeh,,,33.3868,35.3186,High,High,Zarariyeh,1,location_specific,Yes,1.0,2.0,,1.0,2.0,,,Airstrike,2,2,Medium,,"مراسل ""ليبانون ديبايت"": شهيد وجريحان في غارة إسرائيلية على بلدة الزرارية https://lbdb.co/835985","مراسل ""ليبانون ديبايت"": شهيد وجريحان في غارة إسرائيلية على بلدة الزرارية https://lbdb.co/835985",https://t.me/lebanonNews961/127975 | https://t.me/lebanondebate/233618
LEB_MAY2026_0043,LEB_MAY2026_0043_S01_L01,2026-05-14,1,Zarariyeh,,,33.3868,35.3186,High,High,Zarariyeh,1,location_specific,Yes,,2.0,,,2.0,,,Drone strike,2,2,Medium,,"الوكالة الوطنية: مسيرة إسرائيلية استهدفت نقطة تموضع للدفاع المدني في ""الهيئة الصحية الاسلامية"" في بلدة الزرارية وأنباء عن إصابة مسعفين","الوكالة الوطنية: مسيرة إسرائيلية استهدفت نقطة تموضع للدفاع المدني في ""الهيئة الصحية الاسلامية"" في بلدة الزرارية وأنباء عن إصابة مسعفين",https://t.me/MTVLebanoNews/69585 | https://t.me/lcncitizens2023/44196
LEB_MAY2026_0046,LEB_MAY2026_0046_S01_L01,2026-05-16,1,Sarbin,Bint Jbeil,Nabatieh,33.154,35.414,Low - verify,Medium,Sarbin,1,location_specific,Yes,1.0,,,1.0,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,الوكالة الوطنية: قتيل وجريح جراء قصف مدفعي إسرائيلي على محيط مفرق صربين,الوكالة الوطنية: قتيل وجريح جراء قصف مدفعي إسرائيلي على محيط مفرق صربين - قضاء بنت جبيل,https://t.me/MTVLebanoNews/69852
LEB_MAY2026_0045,LEB_MAY2026_0045_S01_L01,2026-05-16,1,Tebnine,,,33.1952,35.4129,High,High,Tebnine,1,location_specific,Yes,1.0,2.0,,1.0,2.0,,,Airstrike,1,2,Low - single source,Single-source event; verify before publication,🚨 ورد الآن / شهيد وجريحان في الغارة الإسرائيليّة التي استهدفت بلدة تبنين,🚨 ورد الآن / شهيد وجريحان في الغارة الإسرائيليّة التي استهدفت بلدة تبنين,https://t.me/lebanonNewsNow/257527 | https://t.me/lebanonNewsNow/258303
LEB_MAY2026_0047,LEB_MAY2026_0047_S01_L01,2026-05-16,1,,,,,,No coordinate,No village extracted,,1,location_specific,Yes,,,,,,,,Drone strike,2,2,Medium,,"بسم الله الرحمن الرحيم ""من المؤمنين رجال صدقوا ما عاهدوا الله عليه فمنهم من قضى نحبة ومنهم من ينتظر وما بدلوا تبديلاً"" بيان عسكري صادر عن : ... ::: كتائب الشهيد عز الدين القسام ::: ... بكل آيات العزة والافتخار والصمود والتحدي، تزف كتائب الشهيد عز الدين القسام إلى أبناء شعبنا و...","بسم الله الرحمن الرحيم ""من المؤمنين رجال صدقوا ما عاهدوا الله عليه فمنهم من قضى نحبة ومنهم من ينتظر وما بدلوا تبديلاً"" بيان عسكري صادر عن : ... ::: كتائب الشهيد عز الدين القسام ::: ... بكل آيات العزة والافتخار والصمود والتحدي، تزف كتائب الشهيد عز الدين القسام إلى أبناء شعبنا و...",https://t.me/nahjmokawma/82567 | https://t.me/rasedal3ado138e/357590
LEB_MAY2026_0048,LEB_MAY2026_0048_S01_L01,2026-05-17,1,,,,,,No coordinate,No village extracted,,1,location_specific,Yes,3.0,3.0,,3.0,3.0,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,"#عاجل أفادت وسائل إعلام لبنانية بمقتل القيادي في حركة ""الجهاد الإسلامي"" الفلسطينية، وائل عبد الحليم، وابنته البالغة من العمر 17 عامًا، إثر غارة إسرائيلية استهدفت منطقة البقاع شرقي #لبنان. وأضافت التقارير أن الهجوم أسفر أيضًا عن إصابة ثلاثة أشخاص آخرين.","#عاجل أفادت وسائل إعلام لبنانية بمقتل القيادي في حركة ""الجهاد الإسلامي"" الفلسطينية، وائل عبد الحليم، وابنته البالغة من العمر 17 عامًا، إثر غارة إسرائيلية استهدفت منطقة البقاع شرقي #لبنان. وأضافت التقارير أن الهجوم أسفر أيضًا عن إصابة ثلاثة أشخاص آخرين.",https://t.me/secretdoctorltd/5129
LEB_MAY2026_0049,LEB_MAY2026_0049_S01_L01,2026-05-18,1,Baalbek,Baalbek,Baalbek-Hermel,34.0058,36.2181,High,Medium,Baalbek,1,location_specific,Yes,3.0,3.0,,3.0,3.0,,,Airstrike,2,2,Medium,,"مراسل ""ليبانون ديبايت"": استشهاد مسؤول الجهاد الإسلامي وائل عبد الحليم وابنته راما (17 عاماً) في غارة إسرائيلية على بعلبك ليلًا وإصابة 3 أشخاص https://lbdb.co/837254","مراسل ""ليبانون ديبايت"": استشهاد مسؤول الجهاد الإسلامي وائل عبد الحليم وابنته راما (17 عاماً) في غارة إسرائيلية على بعلبك ليلًا وإصابة 3 أشخاص https://lbdb.co/837254",https://t.me/lebanonNews961/128733 | https://t.me/lebanondebate/234913
LEB_MAY2026_0050,LEB_MAY2026_0050_S01_L01,2026-05-18,1,Douris,Baalbek,Baalbek-Hermel,34.02,36.198,High,High,Douris,1,location_specific,Yes,2.0,2.0,,2.0,2.0,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,بعلبك صدر عن مركز عمليات طوارئ الصحة التابع لوزارة الصحة العامة بيان أعلن أن غارة العدو الإسرائيلي على بلدة دورس (قضاء بعلبك) أدّت إلى شهيدين من بينهم فتاة وجريحتين هما سيدة وطفلة، جميعهم فلسطينيون,حصيلة نهائية للغارة على دورس - بعلبك صدر عن مركز عمليات طوارئ الصحة التابع لوزارة الصحة العامة بيان أعلن أن غارة العدو الإسرائيلي على بلدة دورس (قضاء بعلبك) أدّت إلى شهيدين من بينهم فتاة وجريحتين هما سيدة وطفلة، جميعهم فلسطينيون,https://t.me/Janoubana/58683
LEB_MAY2026_0057,LEB_MAY2026_0057_S01_L01,2026-05-19,1,Deir Qanoun al-Nahr,Tyre,South,33.2852,35.3042,Medium,Medium,Deir Qanoun al-Nahr,1,location_specific,Yes,10.0,3.0,,10.0,3.0,,,Airstrike,4,4,High,Conflicting casualty figures | Casualty figure updated over time,🇱🇧🚫 وزارة الصحة اللبنانية: 10 شهداء و3 مصابين في حصيلة غير نهائية لغارة شنها طيران الاحتلال على دير قانون النهر جنوبي لبنان.,🇱🇧🚫 وزارة الصحة اللبنانية: 10 شهداء و3 مصابين في حصيلة غير نهائية لغارة شنها طيران الاحتلال على دير قانون النهر جنوبي لبنان.,https://t.me/lcncitizens2023/44583 | https://t.me/mehwar_lyaqin/982 | https://t.me/nahjmokawma/83759 | https://t.me/rasedal3ado138e/358629
LEB_MAY2026_0052,LEB_MAY2026_0052_S01_L01,2026-05-19,1,Kfar Sir,Nabatieh,Nabatieh,33.325,35.4625,High,Medium,Kfar Sir,1,location_specific,Yes,4.0,2.0,,4.0,2.0,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,🚨 ورد الآن / 4 شهداء وسقوط جريحين في حصيلة أولية للغارة الإسرائيلية التي استهدفت منزلا في كفرصير ــ قضاء النبطية,🚨 ورد الآن / 4 شهداء وسقوط جريحين في حصيلة أولية للغارة الإسرائيلية التي استهدفت منزلا في كفرصير ــ قضاء النبطية,https://t.me/lebanonNewsNow/257993
LEB_MAY2026_0053,LEB_MAY2026_0053_S01_L01,2026-05-19,1,Qana,Tyre,South,33.2087,35.2992,High,High,Qana,1,location_specific,Yes,1.0,,,1.0,,,,Airstrike,3,3,High,,"🏴""الوكالة الوطنية"": انتشال جثة شهيد من تحت الأنقاض جراء غارة إسرائيلية على بلدة قانا أمس والبحث مستمر عن مفقود آخر للانضمام معنا واتس اب https://chat.whatsapp.com/FNAX8OnKvEEF1HCFmSNKzL","🏴""الوكالة الوطنية"": انتشال جثة شهيد من تحت الأنقاض جراء غارة إسرائيلية على بلدة قانا أمس والبحث مستمر عن مفقود آخر للانضمام معنا واتس اب https://chat.whatsapp.com/FNAX8OnKvEEF1HCFmSNKzL",https://t.me/janoub_lebnan23/43036 | https://t.me/lebanonNews961/129007 | https://t.me/lebanondebate/235417
LEB_MAY2026_0055,LEB_MAY2026_0055_S01_L01,2026-05-19,1,Qawzah,,,33.1271,35.3514,High,Medium,Qawzah,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,"Bro stop nagging and acting as if everything collapsed for your and you are overwhelmed and your oppressed You lost one soldier. At the same time in a single airstrike today you killed 10 civilians in Lebanon And fyi, Qawzah has been under your control for 2 months and not a s...","Bro stop nagging and acting as if everything collapsed for your and you are overwhelmed and your oppressed You lost one soldier. At the same time in a single airstrike today you killed 10 civilians in Lebanon And fyi, Qawzah has been under your control for 2 months and not a s...",https://t.me/LebUpdate/61127
LEB_MAY2026_0051,LEB_MAY2026_0051_S01_L01,2026-05-19,1,Harouf,Nabatieh,Nabatieh,33.36,35.499,Low - verify,Medium,Harouf,1,location_specific,Yes,,2.0,,,2.0,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,جريحان باستهداف سيارة في حاروف,"- *جريحان باستهداف سيارة في حاروف* - *غارة على محيط منطقة الريحان* - *غارة على بلدة الشهابية* - *القناة 12 الإسرائيلية: دوي الانفجارات في حيفا صباح اليوم ناجم عن صواريخ اعتراضية في الجليل ضد أجسام مشبوهة* - *قوات الاحتلال تعتقل شقيقة رئيسة إيرلندا على متن ""أسطول الصمود""* - *إع...",https://t.me/lcncitizens2023/44471
LEB_MAY2026_0054,LEB_MAY2026_0054_S01_L01,2026-05-19,1,Hannawiyah,Tyre,South,33.203,35.25,Medium,High,Hannawiyah,1,location_specific,Yes,,2.0,,,2.0,,,Targeted attack,1,1,Low - single source,Single-source event; verify before publication,*جريحان في استهداف مسيّرة إسرائيلية لبلدة حناويه بقضاء صور جنوبي لبنان*,*جريحان في استهداف مسيّرة إسرائيلية لبلدة حناويه بقضاء صور جنوبي لبنان*,https://t.me/lcncitizens2023/44515
LEB_MAY2026_0056,LEB_MAY2026_0056_S01_L01,2026-05-19,1,Deir Qanoun al-Nahr,Tyre,South,33.2852,35.3042,Medium,High,Deir Qanoun al-Nahr,1,location_specific,Yes,10.0,,3.0,10.0,,3.0,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,*وزارة الصحة: ارتقاء 10 شهداء بينهم 3 أطفال كحصيلة أولية للغارة الإسرائيلية على بلدة قانون النهر في قضاء صور*,*وزارة الصحة: ارتقاء 10 شهداء بينهم 3 أطفال كحصيلة أولية للغارة الإسرائيلية على بلدة قانون النهر في قضاء صور*,https://t.me/lcncitizens2023/44533
LEB_MAY2026_0058,LEB_MAY2026_0058_S01_L01,2026-05-20,1,Dweir,Nabatieh,Nabatieh,33.399,35.465,High,Medium,Dweir,1,location_specific,Yes,5.0,,,5.0,,,,Airstrike,1,2,Low - single source,Single-source event; verify before publication | Casualty figure updated over time,🚨 ورد الآن / 5 شهداء جراء الغارة الإسرائيلية التي استهدفت الدوير,🚨 ورد الآن / 5 شهداء جراء الغارة الإسرائيلية التي استهدفت الدوير,https://t.me/lebanonNewsNow/258265 | https://t.me/lebanonNewsNow/258267
LEB_MAY2026_0059,LEB_MAY2026_0059_S01_L01,2026-05-20,1,Dweir,Nabatieh,Nabatieh,33.399,35.465,High,High,Dweir,1,location_specific,Yes,5.0,2.0,,5.0,2.0,,,Airstrike,2,4,Medium,,الوكالة الوطنيّة: خمس ضحايا وجريحان في غارة إسرائيليّة استهدفت منازل في بلدة الدوير,الوكالة الوطنيّة: خمس ضحايا وجريحان في غارة إسرائيليّة استهدفت منازل في بلدة الدوير,https://t.me/MTVLebanoNews/70415 | https://t.me/MTVLebanoNews/70417 | https://t.me/mtvlebanonnews/320578 | https://t.me/mtvlebanonnews/320579
LEB_MAY2026_0060,LEB_MAY2026_0060_S01_L01,2026-05-20,1,Mansouri,Tyre,South,33.178,35.235,Medium,Medium,Mansouri; Tayr Debba; Tebnine,3,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,🌟صفحة الاعلامي الشهيد علي شعيب: 🌟 آخر الاعتداءات الإسرائيلية 🇱🇧🤔غارات حربية معادية استهدفت بلدات تبنين لجهة عيتا الجبل، دير قنطار وشقرا، كما استهدفت مدفعية الاحتلال أطراف طيردبا والبازورية ، وبلدات والقليلة والحنية والمنصوري بقصف مدفعي معادٍ.,🌟صفحة الاعلامي الشهيد علي شعيب: 🌟 آخر الاعتداءات الإسرائيلية 🇱🇧🤔غارات حربية معادية استهدفت بلدات تبنين لجهة عيتا الجبل، دير قنطار وشقرا، كما استهدفت مدفعية الاحتلال أطراف طيردبا والبازورية ، وبلدات والقليلة والحنية والمنصوري بقصف مدفعي معادٍ.,https://t.me/mehwar_lyaqin/967
LEB_MAY2026_0060,LEB_MAY2026_0060_S01_L02,2026-05-20,1,Tayr Debba,Tyre,South,33.299,35.302,Medium,Medium,Mansouri; Tayr Debba; Tebnine,3,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,🌟صفحة الاعلامي الشهيد علي شعيب: 🌟 آخر الاعتداءات الإسرائيلية 🇱🇧🤔غارات حربية معادية استهدفت بلدات تبنين لجهة عيتا الجبل، دير قنطار وشقرا، كما استهدفت مدفعية الاحتلال أطراف طيردبا والبازورية ، وبلدات والقليلة والحنية والمنصوري بقصف مدفعي معادٍ.,🌟صفحة الاعلامي الشهيد علي شعيب: 🌟 آخر الاعتداءات الإسرائيلية 🇱🇧🤔غارات حربية معادية استهدفت بلدات تبنين لجهة عيتا الجبل، دير قنطار وشقرا، كما استهدفت مدفعية الاحتلال أطراف طيردبا والبازورية ، وبلدات والقليلة والحنية والمنصوري بقصف مدفعي معادٍ.,https://t.me/mehwar_lyaqin/967
LEB_MAY2026_0060,LEB_MAY2026_0060_S01_L03,2026-05-20,1,Tebnine,,,33.1952,35.4129,High,Medium,Mansouri; Tayr Debba; Tebnine,3,shared_event_total_not_allocated_to_split_locations,No - use event totals once by event_id,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,🌟صفحة الاعلامي الشهيد علي شعيب: 🌟 آخر الاعتداءات الإسرائيلية 🇱🇧🤔غارات حربية معادية استهدفت بلدات تبنين لجهة عيتا الجبل، دير قنطار وشقرا، كما استهدفت مدفعية الاحتلال أطراف طيردبا والبازورية ، وبلدات والقليلة والحنية والمنصوري بقصف مدفعي معادٍ.,🌟صفحة الاعلامي الشهيد علي شعيب: 🌟 آخر الاعتداءات الإسرائيلية 🇱🇧🤔غارات حربية معادية استهدفت بلدات تبنين لجهة عيتا الجبل، دير قنطار وشقرا، كما استهدفت مدفعية الاحتلال أطراف طيردبا والبازورية ، وبلدات والقليلة والحنية والمنصوري بقصف مدفعي معادٍ.,https://t.me/mehwar_lyaqin/967
LEB_MAY2026_0062,LEB_MAY2026_0062_S01_L01,2026-05-21,1,Ain Baal,Tyre,South,33.2667,35.3412,High,Medium,Ain Baal,1,location_specific,Yes,,,,,,,Unknown number mentioned,Shelling,1,1,Low - single source,Single-source event; verify before publication,مسيّرة إسرائيلية استهدفت دراجة نارية في عين بعال ومعلومات عن وقوع إصابة,- مسيّرة إسرائيلية استهدفت دراجة نارية في عين بعال ومعلومات عن وقوع إصابة - تعرّض بلدة حداثا في قضاء بنت جبيل لقصف مدفعي متقطع,https://t.me/lcncitizens2023/44644
LEB_MAY2026_0061,LEB_MAY2026_0061_S01_L01,2026-05-21,1,Deir Qanoun al-Nahr,Tyre,South,33.2852,35.3042,Medium,High,Deir Qanoun al-Nahr,1,location_specific,Yes,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,🌟أدلى عضو كتلة الوفاء للمقاومة النائب حسن عز الدين بالتصريح التالي: إن مسلسل القصف الإسرائيلي والتدمير والتفجير والاعتداء والقتل المتنقل بين القرى والمدن الجنوبية، لم يتوقف، والتي كان آخرها المجزرة التي ارتكبها العدو في بلدة دير قانون النهر، وارتقى فيها ١٣ مواطناً مدنياً شهداء...,🌟أدلى عضو كتلة الوفاء للمقاومة النائب حسن عز الدين بالتصريح التالي: إن مسلسل القصف الإسرائيلي والتدمير والتفجير والاعتداء والقتل المتنقل بين القرى والمدن الجنوبية، لم يتوقف، والتي كان آخرها المجزرة التي ارتكبها العدو في بلدة دير قانون النهر، وارتقى فيها ١٣ مواطناً مدنياً شهداء...,https://t.me/mehwar_lyaqin/1239
LEB_MAY2026_0063,LEB_MAY2026_0063_S01_L01,2026-05-21,1,Tebnine,,,33.1952,35.4129,High,Medium,Tebnine,1,location_specific,Yes,,9.0,,,9.0,,,Attack,3,3,High,,"🔴وزارة الصحة: 9 جرحى في مستشفى تبنين نتيجة العدوان ""الإسرائيلي"" المتمادي بينهم 7 من موظفي المستشفى و5 سيدات. https://telegram.me/lebanonnews2","🔴وزارة الصحة: 9 جرحى في مستشفى تبنين نتيجة العدوان ""الإسرائيلي"" المتمادي بينهم 7 من موظفي المستشفى و5 سيدات. https://telegram.me/lebanonnews2",https://t.me/janoub_lebnan23/43153 | https://t.me/lebanonnews2/101282 | https://t.me/mehwar_lyaqin/1642
LEB_MAY2026_0064,LEB_MAY2026_0064_S01_L01,2026-05-22,1,,,,,,No coordinate,No village extracted,,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,"شققٌ للتعذيب وتصوير الضحايا عُراة لابتزاز ذويهم https://lbdb.co/838858 قضاة الشمال يحكمون عدلية بيروت… “حج قضائي” واصطفافات https://lbdb.co/838867 80% من اللبنانيين ""فقراء""... من هل يتكرر سيناريو2019؟ https://lbdb.co/838849 ""الشجب لم يعد يكفي""... نقيب المحامين يحذّر من شلل خطي...","شققٌ للتعذيب وتصوير الضحايا عُراة لابتزاز ذويهم https://lbdb.co/838858 قضاة الشمال يحكمون عدلية بيروت… “حج قضائي” واصطفافات https://lbdb.co/838867 80% من اللبنانيين ""فقراء""... من هل يتكرر سيناريو2019؟ https://lbdb.co/838849 ""الشجب لم يعد يكفي""... نقيب المحامين يحذّر من شلل خطي...",https://t.me/lebanondebate/236568
LEB_MAY2026_0069,LEB_MAY2026_0069_S01_L01,2026-05-22,1,Tebnine,,,33.1952,35.4129,High,High,Tebnine,1,location_specific,Yes,1.0,,,1.0,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,🚨 ورد الآن / شهيد جراء الغارة الاسرائيلية التي استهدفت دراجة نارية في بلدة تبنين ــ قضاء بنت جبيل,🚨 ورد الآن / شهيد جراء الغارة الاسرائيلية التي استهدفت دراجة نارية في بلدة تبنين ــ قضاء بنت جبيل,https://t.me/lebanonNewsNow/258605
LEB_MAY2026_0066,LEB_MAY2026_0066_S01_L01,2026-05-22,1,Deir Qanoun al-Nahr,Tyre,South,33.2852,35.3042,Medium,Medium,Deir Qanoun al-Nahr,1,location_specific,Yes,5.0,,,5.0,,,,Drone strike,1,1,Low - single source,Single-source event; verify before publication,5 شهداء (بينهم مُسعفيْن وطفلة) حصيلة الغارات من مسيرة إسرائيلية التي استهدفت دير قانون النهر,5 شهداء (بينهم مُسعفيْن وطفلة) حصيلة الغارات من مسيرة إسرائيلية التي استهدفت دير قانون النهر,https://t.me/LBAgencynews/84516
LEB_MAY2026_0068,LEB_MAY2026_0068_S01_L01,2026-05-22,1,Deir Qanoun al-Nahr,Tyre,South,33.2852,35.3042,Medium,Medium,Deir Qanoun al-Nahr,1,location_specific,Yes,,,,,,,,Shelling,1,1,Low - single source,Single-source event; verify before publication,"""دم واحد، عدو واحد"".. مشهدٌ من تشييع جثامين الشهيد محمد نجدي وعائلته الذين ارتقوا بمجزرة الاحتلال بقصف بلدة ""دير قانون النهر"" في جنوب لبنان. ✅","""دم واحد، عدو واحد"".. مشهدٌ من تشييع جثامين الشهيد محمد نجدي وعائلته الذين ارتقوا بمجزرة الاحتلال بقصف بلدة ""دير قانون النهر"" في جنوب لبنان. ✅",https://t.me/nahjmokawma/84127
LEB_MAY2026_0071,LEB_MAY2026_0071_S01_L01,2026-05-22,1,Nabatieh Barracks,Nabatieh,Nabatieh,33.377,35.486,"Low - area approximate, land",Medium,Nabatieh Barracks,1,location_specific,Yes,,1.0,,,1.0,,,Airstrike,3,3,Medium,,🚨 ورد الآن / غارة إسرائيلية من مسيّرة بالقرب من ثكنة الجيش في النبطية وإصابة عسكري بجروح طفيفة,🚨 ورد الآن / غارة إسرائيلية من مسيّرة بالقرب من ثكنة الجيش في النبطية وإصابة عسكري بجروح طفيفة,https://t.me/MTVLebanoNews/70672 | https://t.me/lcncitizens2023/44771 | https://t.me/lebanonNewsNow/258727
LEB_MAY2026_0070,LEB_MAY2026_0070_S01_L01,2026-05-22,1,Tebnine,,,33.1952,35.4129,High,Medium,Tebnine,1,location_specific,Yes,,,,,,,,Airstrike,1,1,Low - single source,Single-source event; verify before publication,🥀🤔خرج لإحضار خبز يومه… الصورة الأخيرة للشهيد المدني علي إبراهيم خزعل فواز قبل ارتقائه جراء غارة من مسيّرة إسرائيلية استهدفته في تبنين,🥀🤔خرج لإحضار خبز يومه… الصورة الأخيرة للشهيد المدني علي إبراهيم خزعل فواز قبل ارتقائه جراء غارة من مسيّرة إسرائيلية استهدفته في تبنين,https://t.me/rasedal3ado138e/359406
LEB_MAY2026_0065,LEB_MAY2026_0065_S01_L01,2026-05-22,1,Tyre/Sour,Tyre,South,33.2704,35.2038,High,High,Tyre/Sour,1,location_specific,Yes,,25.0,,,25.0,,,Airstrike,5,6,High,Casualty figure updated over time,🇱🇧🚫وزارة الصحة اللبنانية: 25 مصابا من العاملين الصحيين إثر غارة إسرائيلية استهدفت محيط مستشفى بمدينة صور جنوبي البلاد 🫥,🇱🇧🚫وزارة الصحة اللبنانية: 25 مصابا من العاملين الصحيين إثر غارة إسرائيلية استهدفت محيط مستشفى بمدينة صور جنوبي البلاد 🫥,https://t.me/MTVLebanoNews/70648 | https://t.me/MTVLebanoNews/70774 | https://t.me/lcncitizens2023/44735 | https://t.me/mehwar_lyaqin/2760 | https://t.me/nahjmokawma/84621
